Week Ending Date,State,Observed Number,Upper Bound Threshold,Exceeds Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Year,Total Excess Lower Estimate in 2020,Total Excess Higher Estimate in 2020,Percent Excess Lower Estimate,Percent Excess Higher Estimate,Type,Outcome,Suppress,Note
11/17/2018,Connecticut,595,689,FALSE,624,0,0,2018,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/24/2018,Connecticut,614,691,FALSE,626,0,0,2018,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/1/2018,Connecticut,617,694,FALSE,627,0,0,2018,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/8/2018,Connecticut,604,697,FALSE,630,0,0,2018,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/15/2018,Connecticut,638,695,FALSE,629,0,9,2018,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/22/2018,Connecticut,644,697,FALSE,632,0,12,2018,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/29/2018,Connecticut,588,702,FALSE,638,0,0,2018,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/5/2019,Connecticut,631,715,FALSE,649,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/12/2019,Connecticut,628,727,FALSE,659,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/19/2019,Connecticut,627,734,FALSE,668,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/26/2019,Connecticut,734,748,FALSE,682,0,52,2019,314,625,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2/2/2019,Connecticut,657,745,FALSE,679,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/9/2019,Connecticut,689,746,FALSE,678,0,11,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/16/2019,Connecticut,670,738,FALSE,671,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/23/2019,Connecticut,681,740,FALSE,672,0,9,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/2/2019,Connecticut,653,718,FALSE,656,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/9/2019,Connecticut,644,713,FALSE,651,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/16/2019,Connecticut,677,715,FALSE,650,0,27,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/23/2019,Connecticut,682,713,FALSE,649,0,33,2019,314,625,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
3/30/2019,Connecticut,629,710,FALSE,648,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/6/2019,Connecticut,636,710,FALSE,649,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/13/2019,Connecticut,656,706,FALSE,648,0,8,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/20/2019,Connecticut,598,697,FALSE,637,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/27/2019,Connecticut,609,682,FALSE,623,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/4/2019,Connecticut,613,668,FALSE,609,0,4,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/11/2019,Connecticut,578,657,FALSE,599,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/18/2019,Connecticut,574,645,FALSE,588,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/25/2019,Connecticut,586,645,FALSE,588,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/1/2019,Connecticut,558,642,FALSE,584,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/8/2019,Connecticut,666,643,TRUE,585,23,81,2019,314,625,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
6/15/2019,Connecticut,537,643,FALSE,584,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/22/2019,Connecticut,538,641,FALSE,583,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/29/2019,Connecticut,591,643,FALSE,586,0,5,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/6/2019,Connecticut,589,642,FALSE,584,0,5,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/13/2019,Connecticut,591,635,FALSE,577,0,14,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/20/2019,Connecticut,560,637,FALSE,579,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/27/2019,Connecticut,588,630,FALSE,572,0,16,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/3/2019,Connecticut,560,627,FALSE,567,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/10/2019,Connecticut,596,620,FALSE,562,0,34,2019,314,625,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
8/17/2019,Connecticut,557,622,FALSE,564,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/24/2019,Connecticut,565,620,FALSE,561,0,4,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/31/2019,Connecticut,591,624,FALSE,566,0,25,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/7/2019,Connecticut,562,629,FALSE,570,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/14/2019,Connecticut,551,632,FALSE,574,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/21/2019,Connecticut,596,645,FALSE,585,0,11,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/28/2019,Connecticut,563,651,FALSE,591,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/5/2019,Connecticut,579,657,FALSE,597,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/12/2019,Connecticut,576,664,FALSE,603,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/19/2019,Connecticut,603,673,FALSE,613,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/26/2019,Connecticut,555,675,FALSE,614,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/2/2019,Connecticut,611,683,FALSE,622,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/9/2019,Connecticut,602,689,FALSE,628,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/16/2019,Connecticut,639,699,FALSE,637,0,2,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/23/2019,Connecticut,643,702,FALSE,639,0,4,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/30/2019,Connecticut,657,709,FALSE,646,0,11,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/7/2019,Connecticut,625,710,FALSE,647,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/14/2019,Connecticut,642,711,FALSE,648,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/21/2019,Connecticut,647,712,FALSE,648,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/28/2019,Connecticut,625,712,FALSE,649,0,0,2019,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/4/2020,Connecticut,632,719,FALSE,655,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/11/2020,Connecticut,629,728,FALSE,664,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/18/2020,Connecticut,638,732,FALSE,671,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
1/25/2020,Connecticut,653,740,FALSE,679,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/1/2020,Connecticut,684,742,FALSE,680,0,4,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/8/2020,Connecticut,646,741,FALSE,678,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
2/15/2020,Connecticut,633,724,FALSE,664,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2/22/2020,Connecticut,656,725,FALSE,665,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2/29/2020,Connecticut,654,711,FALSE,655,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/7/2020,Connecticut,644,709,FALSE,652,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/14/2020,Connecticut,673,705,FALSE,647,0,26,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/21/2020,Connecticut,732,704,TRUE,643,28,89,2020,314,625,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/28/2020,Connecticut,791,707,TRUE,649,84,142,2020,314,625,0.1,0.2,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/4/2020,Connecticut,742,700,TRUE,643,42,99,2020,314,625,0.1,0.2,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/11/2020,Connecticut,797,697,TRUE,642,100,155,2020,314,625,0.1,0.2,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/18/2020,Connecticut,750,690,TRUE,635,60,115,2020,314,625,0.1,0.2,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/25/2020,Connecticut,610,680,FALSE,623,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/2/2020,Connecticut,,660,FALSE,606,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19","Suppressed (counts highly incomplete, <50% of expected)","Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/9/2020,Connecticut,,653,FALSE,598,,,2020,314,625,,,Predicted (weighted),"All causes, excluding COVID-19","Suppressed (counts highly incomplete, <50% of expected)","Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
5/16/2020,Connecticut,,634,FALSE,582,,,2020,314,625,,,Predicted (weighted),"All causes, excluding COVID-19","Suppressed (counts highly incomplete, <50% of expected)","Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
5/23/2020,Connecticut,,629,FALSE,578,,,2020,314,625,,,Predicted (weighted),"All causes, excluding COVID-19","Suppressed (counts highly incomplete, <50% of expected)","Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
5/30/2020,Connecticut,,629,FALSE,575,,,2020,314,625,,,Predicted (weighted),"All causes, excluding COVID-19","Suppressed (counts highly incomplete, <50% of expected)","Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
6/6/2020,Connecticut,337,627,FALSE,575,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weights may be too low to account for underreporting, numbers of deaths are likely underestimated."
6/13/2020,Connecticut,299,628,FALSE,576,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
6/20/2020,Connecticut,,632,FALSE,580,0,0,2020,314,625,0,0,Predicted (weighted),"All causes, excluding COVID-19","Suppressed (counts highly incomplete, <50% of expected)","Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weighted numbers of deaths are 20% or more higher than the control counts. Data may be less complete than in previous years, or weights may be too high in states where timeliness of provisional data has improved."
6/27/2020,Connecticut,,627,FALSE,577,,,2020,314,625,,,Predicted (weighted),"All causes, excluding COVID-19","Suppressed (counts highly incomplete, <50% of expected)","Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weighted numbers of deaths are 20% or more higher than the control counts. Data may be less complete than in previous years, or weights may be too high in states where timeliness of provisional data has improved."
1/14/2017,Delaware,212,218,FALSE,190,0,22,2017,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
1/21/2017,Delaware,207,218,FALSE,190,0,17,2017,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
1/28/2017,Delaware,194,217,FALSE,189,0,5,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/4/2017,Delaware,191,217,FALSE,189,0,2,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/11/2017,Delaware,195,215,FALSE,187,0,8,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/18/2017,Delaware,181,211,FALSE,183,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/25/2017,Delaware,178,213,FALSE,185,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/4/2017,Delaware,178,212,FALSE,184,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/11/2017,Delaware,147,211,FALSE,183,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/18/2017,Delaware,203,214,FALSE,186,0,17,2017,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
3/25/2017,Delaware,196,214,FALSE,186,0,10,2017,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
4/1/2017,Delaware,209,210,FALSE,183,0,26,2017,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
4/8/2017,Delaware,170,211,FALSE,183,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/15/2017,Delaware,178,208,FALSE,181,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/22/2017,Delaware,203,205,FALSE,177,0,26,2017,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
4/29/2017,Delaware,167,205,FALSE,178,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/6/2017,Delaware,161,201,FALSE,174,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/13/2017,Delaware,160,198,FALSE,171,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/20/2017,Delaware,155,195,FALSE,169,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/27/2017,Delaware,143,195,FALSE,169,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/3/2017,Delaware,145,196,FALSE,169,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/10/2017,Delaware,159,197,FALSE,171,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/17/2017,Delaware,147,194,FALSE,168,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/24/2017,Delaware,155,196,FALSE,169,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/1/2017,Delaware,171,194,FALSE,167,0,4,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/8/2017,Delaware,157,191,FALSE,165,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/15/2017,Delaware,161,190,FALSE,164,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/22/2017,Delaware,167,191,FALSE,164,0,3,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/29/2017,Delaware,173,191,FALSE,165,0,8,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/5/2017,Delaware,154,190,FALSE,164,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/12/2017,Delaware,163,190,FALSE,164,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/19/2017,Delaware,158,194,FALSE,168,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/26/2017,Delaware,170,200,FALSE,174,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/2/2017,Delaware,159,196,FALSE,170,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/9/2017,Delaware,171,198,FALSE,171,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/16/2017,Delaware,153,198,FALSE,171,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/23/2017,Delaware,155,201,FALSE,174,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/30/2017,Delaware,170,200,FALSE,173,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/7/2017,Delaware,167,205,FALSE,178,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/14/2017,Delaware,178,206,FALSE,178,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/21/2017,Delaware,155,206,FALSE,179,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/28/2017,Delaware,155,206,FALSE,179,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/4/2017,Delaware,175,208,FALSE,181,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/11/2017,Delaware,167,205,FALSE,178,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/18/2017,Delaware,199,205,FALSE,178,0,21,2017,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
11/25/2017,Delaware,204,206,FALSE,179,0,25,2017,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
12/2/2017,Delaware,193,211,FALSE,182,0,11,2017,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
12/9/2017,Delaware,199,207,FALSE,180,0,19,2017,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
12/16/2017,Delaware,196,208,FALSE,181,0,15,2017,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
12/23/2017,Delaware,219,214,TRUE,186,5,33,2017,44,243,0,0.2,Predicted (weighted),"All causes, excluding COVID-19",,
12/30/2017,Delaware,181,218,FALSE,189,0,0,2017,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/6/2018,Delaware,221,224,FALSE,194,0,27,2018,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
1/13/2018,Delaware,188,227,FALSE,199,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/20/2018,Delaware,207,230,FALSE,201,0,6,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/27/2018,Delaware,210,227,FALSE,199,0,11,2018,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2/3/2018,Delaware,172,224,FALSE,196,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/10/2018,Delaware,184,219,FALSE,191,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/17/2018,Delaware,216,216,FALSE,188,0,28,2018,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2/24/2018,Delaware,215,212,TRUE,185,3,30,2018,44,243,0,0.2,Predicted (weighted),"All causes, excluding COVID-19",,
3/3/2018,Delaware,190,214,FALSE,187,0,3,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/10/2018,Delaware,201,215,FALSE,187,0,14,2018,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
3/17/2018,Delaware,169,217,FALSE,189,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/24/2018,Delaware,193,216,FALSE,188,0,5,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/31/2018,Delaware,212,215,FALSE,187,0,25,2018,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
4/7/2018,Delaware,179,214,FALSE,186,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/14/2018,Delaware,212,211,TRUE,183,1,29,2018,44,243,0,0.2,Predicted (weighted),"All causes, excluding COVID-19",,
4/21/2018,Delaware,188,205,FALSE,178,0,10,2018,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
4/28/2018,Delaware,167,206,FALSE,178,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/5/2018,Delaware,164,198,FALSE,171,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/12/2018,Delaware,172,195,FALSE,169,0,3,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/19/2018,Delaware,178,194,FALSE,168,0,10,2018,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
5/26/2018,Delaware,188,193,FALSE,167,0,21,2018,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
6/2/2018,Delaware,153,193,FALSE,166,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/9/2018,Delaware,190,194,FALSE,168,0,22,2018,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
6/16/2018,Delaware,165,194,FALSE,168,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/23/2018,Delaware,173,196,FALSE,169,0,4,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/30/2018,Delaware,181,196,FALSE,170,0,11,2018,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
7/7/2018,Delaware,190,195,FALSE,169,0,21,2018,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
7/14/2018,Delaware,156,196,FALSE,169,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/21/2018,Delaware,198,193,TRUE,167,5,31,2018,44,243,0,0.2,Predicted (weighted),"All causes, excluding COVID-19",,
7/28/2018,Delaware,160,193,FALSE,167,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/4/2018,Delaware,154,194,FALSE,168,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/11/2018,Delaware,191,192,FALSE,166,0,25,2018,44,243,0,0.2,Predicted (weighted),"All causes, excluding COVID-19",,
8/18/2018,Delaware,154,192,FALSE,166,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/25/2018,Delaware,189,201,FALSE,173,0,16,2018,44,243,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
9/1/2018,Delaware,177,200,FALSE,172,0,5,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/8/2018,Delaware,156,198,FALSE,171,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/15/2018,Delaware,161,201,FALSE,174,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/22/2018,Delaware,160,201,FALSE,174,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/29/2018,Delaware,178,202,FALSE,174,0,4,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/6/2018,Delaware,170,206,FALSE,176,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/13/2018,Delaware,185,206,FALSE,178,0,7,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/20/2018,Delaware,175,208,FALSE,180,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/27/2018,Delaware,165,208,FALSE,180,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/3/2018,Delaware,168,211,FALSE,183,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/10/2018,Delaware,193,215,FALSE,185,0,8,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/17/2018,Delaware,219,217,TRUE,187,2,32,2018,44,243,0,0.2,Predicted (weighted),"All causes, excluding COVID-19",,
11/24/2018,Delaware,171,218,FALSE,188,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/1/2018,Delaware,169,221,FALSE,191,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/8/2018,Delaware,161,222,FALSE,192,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/15/2018,Delaware,186,222,FALSE,192,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/22/2018,Delaware,185,227,FALSE,196,0,0,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/29/2018,Delaware,205,231,FALSE,201,0,4,2018,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/5/2019,Delaware,185,238,FALSE,207,0,0,2019,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/12/2019,Delaware,195,241,FALSE,209,0,0,2019,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/19/2019,Delaware,199,243,FALSE,212,0,0,2019,44,243,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
